390.4609914	376.6693743	328.337248
390.4605097	376.6689096	328.3368429
390.4590646	376.6675155	328.3356277
390.456656	376.6651919	328.3336023
390.4532839	376.661939	328.3307668
390.4489483	376.6577565	328.327121
390.4436491	376.6526445	328.3226649
390.4373863	376.6466029	328.3173986
390.4301598	376.6396317	328.3113218
390.4219695	376.6317306	328.3044346
390.4128153	376.6228998	328.2967368
390.402697	376.6131389	328.2882284
390.3916146	376.6024479	328.2789093
390.3795679	376.5908268	328.2687793
390.3665568	376.5782752	328.2578383
390.3525811	376.5647932	328.2460862
390.3376407	376.5503804	328.2335228
390.3217353	376.5350368	328.220148
390.3048647	376.5187622	328.2059616
390.2870288	376.5015562	328.1909634
390.2682273	376.4834188	328.1751533
390.24846	376.4643498	328.1585311
390.2277267	376.4443487	328.1410965
390.206027	376.4234155	328.1228493
390.1833608	376.4015499	328.1037894
390.1597277	376.3787516	328.0839164
390.1351274	376.3550202	328.0632301
390.1095597	376.3303556	328.0417303
390.0830242	376.3047574	328.0194167
390.0555206	376.2782252	327.996289
390.0270486	376.2507589	327.972347
389.9976077	376.2223579	327.9475903
389.9671977	376.193022	327.9220186
389.9358181	376.1627508	327.8956317
389.9034686	376.1315439	327.8684291
389.8701488	376.099401	327.8404105
389.8358582	376.0663216	327.8115757
389.8005964	376.0323053	327.7819241
389.7643629	375.9973516	327.7514556
389.7271574	375.9614603	327.7201696
389.6889793	375.9246307	327.6880658
389.6498282	375.8868625	327.6551438
389.6097036	375.8481551	327.6214031
389.568605	375.8085081	327.5868434
389.5265318	375.767921	327.5514642
389.4834835	375.7263933	327.5152651
389.4394597	375.6839244	327.4782456
389.3944596	375.6405138	327.4404052
389.3484828	375.596161	327.4017435
389.3015288	375.5508654	327.36226
389.2535968	375.5046264	327.3219541
389.2046862	375.4574435	327.2808255
389.1547966	375.409316	327.2388734
389.1039272	375.3602434	327.1960975
389.0520773	375.3102249	327.1524972
388.9992464	375.2592601	327.1080719
388.9454338	375.2073482	327.062821
388.8906387	375.1544885	327.016744
388.8348605	375.1006805	326.9698403
388.7780984	375.0459233	326.9221093
388.7203518	374.9902164	326.8735504
388.6616199	374.933559	326.8241629
388.6019019	374.8759503	326.7739462
388.541197	374.8173897	326.7228998
388.4795046	374.7578763	326.6710228
388.4168238	374.6974094	326.6183148
388.3531538	374.6359883	326.5647749
388.2884937	374.5736121	326.5104024
388.2228428	374.5102801	326.4551968
388.1562001	374.4459913	326.3991572
388.0885649	374.3807451	326.342283
388.0199362	374.3145405	326.2845734
387.9503132	374.2473766	326.2260277
387.8796949	374.1792527	326.166645
387.8080805	374.1101678	326.1064247
387.7354689	374.040121	326.0453659
387.6618593	373.9691113	325.9834678
387.5872507	373.897138	325.9207297
387.511642	373.8241999	325.8571507
387.4350324	373.7502963	325.7927299
387.3574208	373.675426	325.7274666
387.2788061	373.5995881	325.6613598
387.1991874	373.5227816	325.5944087
387.1185636	373.4450056	325.5266124
387.0369336	373.3662588	325.45797
386.9542963	373.2865404	325.3884806
386.8706507	373.2058493	325.3181433
386.7859955	373.1241843	325.2469571
386.7003298	373.0415444	325.1749211
386.6136523	372.9579284	325.1020343
386.5259619	372.8733354	325.0282958
